1930 NNL Season:
48,19-18,44-42,42-24
2,St. Louis Terriers,87,67,.565,--,,4.0,3.3,0.7,-0.1,0.6,90-64,-3,43-34,44-33,5-7,30-22,69-
51,18-16,46-42,41-25
3,Pittsburgh Rebels,86,67,.562,0.5,1.0,3.8,3.4,0.4,0.0,0.4,85-68,1,45-31,41-36,8-5,23-
20,69-51,17-16,43-44,43-23
4,Kansas City Packers,81,72,.529,5.5,16.0,3.6,3.6,0.0,0.0,0.0,76-77,5,46-31,35-41,4-6,33-
23,67-58,14-14,41-46,40-26
5,Newark Pepper,80,72,.526,6.0,18.0,3.8,3.6,0.1,0.0,0.1,79-73,1,40-39,40-33,8-6,23-
27,51-43,29-29,43-43,37-29
6,Buffalo Blues,74,78,.487,12.0,48.0,3.8,4.1,-0.4,0.1,-0.3,69-83,5,37-40,37-38,4-5,24-
20,66-69,8-9,49-61,25-17
7,Brooklyn Tip-Tops,70,82,.461,16.0,72.0,4.2,4.4,-0.2,0.0,-0.1,73-79,-3,34-40,36-42,8-
3,17-24,43-46,27-36,46-64,24-18
8,Baltimore Terrapins,47,107,.305,40.0,240.0,3.6,4.9,-1.4,0.2,-1.2,55-99,-8,24-51,23-56,4-
13,15-31,39-85,8-22,32-78,15-29

1890 PL Season:
Rk,Tm,W,L,W-
L%,GB,GBsum,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,1Run,vRHP,vLHP,≥.500,<.50
0
1,Boston Reds,81,48,.628,--,,7.8,5.9,1.9,-0.3,1.5,81-48,0,48-21,33-27,17-8,69-41,8-6,45-
29,36-19
2,Brooklyn Ward's Wonders,76,56,.576,6.5,6.5,7.2,6.7,0.5,-0.1,0.4,71-61,5,46-19,30-
37,20-15,58-39,12-15,38-36,38-20
3,New York Giants,74,57,.565,8.0,9.5,7.7,6.6,1.1,-0.2,0.9,75-56,-1,47-19,27-38,13-13,60-
41,14-13,32-40,42-17
4,Chicago White Stockings,75,62,.547,10.0,15.5,6.4,5.6,0.8,-0.1,0.7,77-60,-2,46-23,29-
39,13-18,61-54,12-8,36-41,39-21
5,Philadelphia Athletics,68,63,.519,14.0,31.5,7.1,6.5,0.7,-0.1,0.5,71-60,-3,35-30,33-
33,10-19,53-49,13-13,34-39,34-24
6,Pittsburgh Burghers,60,68,.469,20.5,64.0,6.5,7.1,-0.6,0.1,-0.4,59-69,1,37-28,23-40,11-
10,42-55,15-13,38-56,22-12
7,Cleveland Infants,55,75,.423,26.5,100.0,6.5,7.8,-1.4,0.3,-1.1,54-76,1,31-30,24-45,17-
14,41-58,11-12,39-59,16-16
8,Buffalo Bisons,36,96,.273,46.5,240.0,5.9,8.9,-3.0,0.4,-2.6,42-90,-6,23-42,13-54,5-9,18-
59,14-34,24-74,12-22

1890 AA Season:
Rk,Tm,W,L,W-
L%,GB,GBsum,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,1Run,vRHP,vLHP,≥.500,<.50
0
1,Louisville Colonels,88,44,.667,--,,6.1,4.4,1.7,-0.3,1.5,85-47,3,57-13,31-31,19-7,53-
20,25-16,42-33,46-11
2,Columbus Solons,79,55,.590,10.0,10.0,5.9,4.4,1.5,-0.2,1.4,85-49,-6,47-22,32-33,11-
16,50-37,18-18,45-32,34-23
3,St. Louis Browns,77,58,.570,12.5,15.0,6.3,5.3,1.0,-0.1,0.8,78-57,-1,44-25,33-33,15-
11,50-33,16-14,40-36,37-22
4,Toledo Maumees,68,64,.515,20.0,37.5,5.5,5.1,0.4,-0.1,0.3,70-62,-2,40-27,28-37,17-
21,41-42,16-14,31-42,37-22
5,Rochester Broncos,63,63,.500,22.0,45.5,5.3,5.3,0.0,0.0,0.0,63-63,0,40-22,23-41,12-
14,34-48,22-12,29-44,34-19
6,Baltimore Orioles,15,19,.441,24.0,55.5,4.8,5.1,-0.3,0.4,0.1,16-18,-1,8-11,7-8,2-5,4-12,5-
3,12-15,3-4
7,Syracuse Stars,55,72,.433,30.5,94.5,5.5,6.5,-1.0,0.1,-1.0,53-74,2,30-30,25-42,19-16,29-
43,15-21,34-56,21-16
8,Philadelphia Athletics,54,78,.409,34.0,119.0,5.3,7.2,-1.8,0.3,-1.6,48-84,6,36-36,18-
42,13-16,33-51,14-22,32-67,22-11
9,Brooklyn Gladiators,26,73,.263,45.5,211.0,4.9,7.3,-2.4,0.2,-2.2,32-67,-6,15-22,11-
50,12-14,14-49,9-14,19-50,7-22

1885 AA Season:
Rk,Tm,W,L,W-
L%,GB,GBsum,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,1Run,vRHP,vLHP,≥.500,<.50
0
1,St. Louis Browns,79,33,.705,--,,6.0,4.1,1.9,-0.3,1.7,75-37,4,44-11,35-22,18-6,59-21,11-
6,20-12,59-21
2,Cincinnati,63,49,.562,16.0,16.0,5.7,5.1,0.6,-0.1,0.5,62-50,1,35-21,28-28,20-13,48-39,8-
7,15-17,48-32
3,Allegheny City,56,55,.505,22.5,29.0,4.9,4.9,0.1,0.0,0.1,56-55,0,37-20,19-35,16-15,40-
45,4-2,13-19,43-36
4,Philadelphia Athletics,55,57,.491,24.0,33.5,6.8,6.1,0.6,-0.1,0.5,61-51,-6,33-23,22-
34,10-15,34-41,8-4,21-27,34-30
5,Brooklyn,53,59,.473,26.0,41.5,5.6,5.8,-0.2,0.0,-0.2,54-58,-1,35-22,18-37,10-12,36-
41,11-9,15-33,38-26
6,Louisville Colonels,53,59,.473,26.0,41.5,5.0,5.3,-0.3,0.0,-0.3,53-59,0,37-19,16-40,10-
16,43-48,3-8,21-27,32-32
7,New York Metropolitans,44,64,.407,33.0,83.5,4.9,6.4,-1.5,0.2,-1.3,41-67,3,28-24,16-
40,11-10,28-52,7-7,18-29,26-35
8,Baltimore Orioles,41,68,.376,36.5,108.0,4.9,6.2,-1.3,0.2,-1.1,43-66,-2,29-26,12-42,9-
17,27-48,4-10,14-34,27-34

1875 NA Season:
Rk,Tm,W,L,W-
L%,GB,GBsum,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,1Run,vRHP,vLHP,≥.500,<.50
0
1,Boston Red Stockings,71,8,.899,--,,10.1,4.2,6.0,-0.8,5.1,66-13,5,37-0,34-8,7-2,60-8,5-
0,30-5,41-3
2,Hartford Dark Blues,54,28,.659,18.5,22.0,6.5,4.0,2.5,-0.8,1.7,58-24,-4,26-11,28-17,5-
6,45-27,4-0,14-21,40-7
3,Philadelphia Athletics,53,20,.726,15.0,15.0,9.1,5.2,3.9,-0.4,3.4,54-19,-1,28-7,25-13,6-
2,44-19,4-0,19-15,34-5
4,St. Louis Brown Stockings,39,29,.574,26.5,46.0,5.5,5.3,0.2,0.2,0.5,35-33,4,21-12,18-
17,7-4,38-29,0-0,13-23,26-6
5,Philadelphia Whites,37,31,.544,28.5,54.0,6.7,5.4,1.3,-0.1,1.3,41-27,-4,16-16,21-15,7-
8,29-30,4-0,11-23,26-8
6,Chicago White Stockings,30,37,.448,35.0,86.5,5.5,6.0,-0.5,0.6,0.1,31-36,-1,16-16,14-
21,5-5,27-37,2-0,15-33,15-4
7,New York Mutuals,30,38,.441,35.5,89.5,4.6,6.0,-1.4,0.4,-1.0,26-42,4,13-21,17-17,7-4,21-
37,3-0,10-34,20-4
8,New Haven Elm Citys,7,40,.149,48.0,218.0,3.6,8.4,-4.8,0.3,-4.5,8-39,-1,3-24,4-16,1-8,6-
37,0-1,3-26,4-14
9,Washington Nationals,5,23,.179,40.5,135.5,3.8,12.1,-8.3,0.6,-7.7,3-25,2,2-10,3-13,2-
0,3-22,0-0,0-20,5-3
10,St. Louis Red Stockings,4,15,.211,37.0,100.5,3.2,8.5,-5.3,-1.3,-6.6,3-16,1,3-11,1-4,0-
2,4-15,0-0,0-7,4-8
11,Philadelphia Centennials,2,12,.143,36.5,96.5,5.0,9.9,-4.9,2.1,-2.7,3-11,-1,0-7,2-5,0-
1,2-12,0-0,1-10,1-2
12,Brooklyn Atlantics,2,42,.045,51.5,260.0,3.0,10.0,-7.0,1.4,-5.6,4-40,-2,1-26,1-16,1-3,1-
40,0-0,0-32,2-10
13,Keokuk Westerns,1,12,.077,37.0,100.5,3.5,6.8,-3.3,-1.0,-4.3,3-10,-2,1-7,0-5,0-3,1-10,0-
0,0-5,1-7

1871 NA Season:
Rk,Tm,W,L,W-
L%,GB,GBsum,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,1Run,vRHP,vLHP,≥.500,<.50
0
1,Philadelphia Athletics,21,7,.750,--,,13.4,9.5,3.9,-0.2,3.7,18-10,3,11-3,10-4,3-0,16-7,4-
0,7-5,14-2
2,Boston Red Stockings,20,10,.667,2.0,2.0,12.9,9.8,3.2,-0.2,2.9,19-11,1,11-5,9-5,1-3,16-
8,3-2,7-5,13-5
3,Chicago White Stockings,19,9,.679,2.0,2.0,10.8,8.6,2.2,0.1,2.3,17-11,2,13-4,6-5,1-0,18-
8,1-1,8-6,11-3
4,New York Mutuals,16,17,.485,7.5,19.0,9.2,9.5,-0.3,0.0,-0.4,16-17,0,12-7,4-10,1-3,14-
13,1-3,8-9,8-8
5,Washington Olympics,15,15,.500,7.0,17.0,9.7,9.5,0.2,0.1,0.3,15-15,0,8-6,7-9,1-1,12-
13,3-2,3-9,12-6
6,Troy Haymakers,13,15,.464,8.0,21.5,12.1,12.5,-0.4,0.0,-0.3,14-14,-1,7-9,6-6,2-0,13-15,0-
0,5-10,8-5
7,Cleveland Forest Citys,10,19,.345,11.5,44.5,8.6,11.8,-3.2,0.1,-3.1,10-19,0,3-10,7-9,3-
0,8-17,2-2,2-11,8-8
8,Fort Wayne Kekiongas,7,12,.368,9.5,30.5,7.2,12.8,-5.6,0.2,-5.4,5-14,2,5-4,2-8,0-0,6-
11,1-1,1-8,6-4
9,Rockford Forest Citys,4,21,.160,15.5,76.5,9.2,11.5,-2.2,0.1,-2.2,10-15,-6,3-4,1-17,0-5,3-
19,1-2,0-12,4-9
